id,raw_no,category,year,event_name,period,start_date,end_date,venue,host,organizer,phone,fax,email,homepage
107,107,이벤트,2025,유우리 아시아 투어 2025 인 서울,2025.11.01~2025.11.02,2025-11-01,2025-11-02,전시홀 10,컨셉케이컴퍼니," ",-1522-7234~,--,artconcert12@naver.com,https://www.ticketlink.co.kr/product/56097
108,108,전시회,2025,Solar Asia 2025,2025.11.05~2025.11.07,2025-11-05,2025-11-07,전시홀 5A,SolarAsia 조직위원회,"한국산업기술시험원, 한국화학융합시험연구원, 한국기계전기전자시험연구원, 경북테크노파크, 전남테크노파크, 전북테크노파크, 충북테크노파크, 녹색에너지연구원, 충남창조경제혁신센터, 한국ESS산업진흥회, 한국태양에너지학회, 한국건물태양광협회, 한국태양광발전학회, 전국태양광발전협회, 한국태양광공사협회, 솔라투데이, 인더스트리뉴스, INTV",02-719-6933~,02-715-8245,expo@infothe.com,www.solarasia.co.kr/2025
109,109,전시회,2025,Battery Asia Show 2025,2025.11.05~2025.11.07,2025-11-05,2025-11-07,전시홀 5B,BatteryAsia 조직위원회,"한국화학융합시험연구원, 한국기계전기전자시험연구원, 대구기계부품연구원, 울산테크노파크, 광주테크노파크, 경북테크노파크, 전남테크노파크, 전북테크노파크, 충남테크노파크, 충북테크노파크, 한국전지학회, 한국전기공사협회, 한국전기자동차협회, 인더스트리뉴스, INTV",02-719-6933~,02-715-8245,expo@infothe.com,https://www.batteryasia.co.kr/2025/kor/index.html
110,110,전시회,2025,2025 카페&베이커리페어 시즌2,2025.11.05~2025.11.08,2025-11-05,2025-11-08,전시홀 10A,㈜미래전람," ",02-2238-0347~,--,cafe_bakery@naver.com,https://www.cafenbakeryfair.com
111,111,전시회,2025,2025 로보월드,2025.11.05~2025.11.08,2025-11-05,2025-11-08,"전시홀 1,전시홀 2",산업통상자원부,"한국로봇산업협회, 한국로봇산업진흥원, 제어&middot;로봇&middot;시스템학회",02-780-3074~,--,youngjekim@korearobot.or.kr,https://www.robotworld.or.kr/
112,112,전시회,2025,2025 드론 · 도심항공모빌리티 박람회,2025.11.05~2025.11.07,2025-11-05,2025-11-07,전시홀 4A,고양특례시,"킨텍스, 한국드론혁신협회",031-995-8909~,--,goyangdue@kintex.com,www.goyangdue.kr
113,113,전시회,2025,2025 디지털미디어테크쇼,2025.11.05~2025.11.07,2025-11-05,2025-11-07,전시홀 3A,"경기도, 고양특례시",킨텍스,031-995-8904~,--,dmts@kintex.com,https://k-dmts.com/
114,114,전시회,2025,디지털퓨처쇼 2025,2025.11.05~2025.11.07,2025-11-05,2025-11-07,전시홀 3B,경기도," ",031-995-8768~,--,eh12411@kintex.com," "
115,115,전시회,2025,2025 마이프차 프랜차이즈 페스타,2025.11.05~2025.11.08,2025-11-05,2025-11-08,전시홀 10B,"㈜마이프랜차이즈,㈜미래전람"," ",02-2238-0345~,--,myfchafesta@myfranchise.kr,https://myfranchise.kr/festa
116,116,전시회,2025,콘텐츠코리아 2025,2025.11.13~2025.11.15,2025-11-13,2025-11-15,전시홀 1,㈜엑스포앤유,한국문화콘텐츠라이센싱협회,02-783-7979~,--,contents@exponu.com,https://contents-korea.com:476/kor/
117,117,전시회,2025,2025 아세안 무역전시회,2025.11.13~2025.11.16,2025-11-13,2025-11-16,"전시홀 6B,전시홀 6C",한-아세안센터," ",02-2287-1115~,02-2287-1160,ksy@aseankorea.org,https://www.aseankorea.org/
118,118,전시회,2025,메가쇼 2025 시즌2,2025.11.13~2025.11.16,2025-11-13,2025-11-16,"전시홀 2A,전시홀 3,전시홀 4",메가쇼," ",02-6677-3477~,02-6277-0477,megashow@megashow.co.kr,www.megashow.co.kr
119,119,이벤트,2025,원더리벳 2025,2025.11.14~2025.11.16,2025-11-14,2025-11-16,"전시홀 7,전시홀 8,전시홀 10","LIVET, 주식회사 원더로크"," ",00-0000-0000~,--,wonder@livet.one,https://wonderli.vet/
120,120,전시회,2025,2025 제1회 케이문신뷰티의료기박람회,2025.11.20~2025.11.22,2025-11-20,2025-11-22,전시홀 9,케이문신뷰티의료기박람회협회,케이문신뷰티의료기박람회협회,-1811-0429~,--,93dudeh@gamil.com,www.tattomedical.com
121,121,전시회,2025,2025 메가주 일산(하),2025.11.21~2025.11.23,2025-11-21,2025-11-23,"전시홀 1A,전시홀 2,전시홀 3,전시홀 4",한국펫사료협회,메쎄이상,02-6121-0953~,02-6455-0953,pet.es@esgroup.net,https://megazoo.co.kr/
122,122,전시회,2025,2025 국제아웃도어캠핑&레포츠페스티벌,2025.11.28~2025.11.30,2025-11-28,2025-11-30,"전시홀 4,전시홀 5",주식회사 메쎄이상," ",02-6121-6388~,--,caf@esgroup.net,www.caf.co.kr
123,123,전시회,2025,2025 우리쌀·우리술 K- 라이스페스타,2025.11.28~2025.11.30,2025-11-28,2025-11-30,전시홀 3,농협경제지주,농협경제지주,02-2080-5114~,--,kricefesta2025@gmail.com,k-ricefesta.co.kr
124,124,이벤트,2025,결속밴드 라이브 인 코리아 「From Shimokitazawa」,2025.12.06~2025.12.06,2025-12-06,2025-12-06,전시홀 9,Livet,주식회사 원더로크,00-0000-0000~,--,hello@wanderloch.com,https://ticket.melon.com/performance/index.htm?prodId=211662
125,125,전시회,2024,마이펫페어 2024 일산 파트1,2024.01.12~2024.01.14,2024-01-12,2024-01-14,전시홀 7,(주)마이팀페어스,,02-6204-3575~,02-6008-3545,mypetfair@naver.com,www.mypetfair.co.kr
126,126,이벤트,2024,임영웅 콘서트 IM HERO TOUR 2023 - 고양,2024.01.19~2024.01.21,2024-01-19,2024-01-21,"전시홀 1,전시홀 3A",(주) 씨제이이엔엠,,1544-1555-~,--,,https://tickets.interpark.com/goods/23017919
127,127,이벤트,2024,더 퍼스트 뮤직 페스티벌,2024.01.20~2024.01.20,2024-01-20,2024-01-20,전시홀 5,비이피씨탄젠트,,070-5055-3852~,--,,
128,128,전시회,2024,2024 카페디저트페어,2024.01.25~2024.01.28,2024-01-25,2024-01-28,전시홀 7A,유아림,㈜유아림,02-2236-2715~,070-8224-9006,cdf@yuarim.com,www.cafedessertfair.com
129,129,이벤트,2024,제3회 일러스타 페스,2024.02.17~2024.02.18,2024-02-17,2024-02-18,"전시홀 7,전시홀 8",스타라이크 주식회사,,070-8287-2271~,--,,https://booking.naver.com/booking/5/bizes/823923
130,130,전시회,2024,2024 코리아빌드위크,2024.02.21~2024.02.24,2024-02-21,2024-02-24,"전시홀 1,전시홀 2,전시홀 3,전시홀 4,전시홀 5",㈜메쎄이상,,02-6121-6385~,--,koreabuild@esgroup.net,https://koreabuild.co.kr/kintex/
131,131,이벤트,2024,Ado THE FIRST WORLD TOUR ‘Wish’,2024.02.24~2024.02.24,2024-02-24,2024-02-24,전시홀 10B,LIVET(리벳),주식회사 원더로크,-1899-0042~,--,,https://m.site.naver.com/1hSt1
132,132,전시회,2024,2024 캠프닉페어(캠핑&피크닉페어),2024.02.29~2024.03.03,2024-02-29,2024-03-03,"전시홀 3,전시홀 4,전시홀 5",주식회사 가족사랑전람,,02-796-8710~,02-796-8711,allfair@allfair.co.kr,www.campingfair.co.kr/camping/
133,133,전시회,2024,제46회 맘앤베이비엑스포,2024.02.29~2024.03.03,2024-02-29,2024-03-03,전시홀 7,㈜유아림,㈜유아림,02-2236-2771~,070-8224-9006,ddakul@yuarim.com,www.momnbabyexpo.co.kr
134,134,전시회,2024,제18회 더골프쇼 KOREA 시즌1,2024.03.07~2024.03.10,2024-03-07,2024-03-10,전시홀 7A,㈜이엑스스포테인먼트,,02-356-4309~,0505-356-4309," thegolfshow@naver.com",www.thegolfshow.co.kr
135,135,전시회,2024,2024 경기국제보트쇼,2024.03.08~2024.03.10,2024-03-08,2024-03-10,"전시홀 3A,전시홀 4,전시홀 5","해양수산부, 경기도","KINTEX, KOTRA, KMIA, 한국마리나협회",031-995-8785~,--,kibs@kintex.com,www.kibs.com
136,136,전시회,2024,2024 한국국제낚시박람회 (KOFISH 2024),2024.03.08~2024.03.10,2024-03-08,2024-03-10,"전시홀 2A,전시홀 2B",(사)한국낚시협회,㈜광륭,02-599-1582~,02-599-1498,info@kofish.kr,www.kofish.kr
137,137,전시회,2024,2024 서울펫쇼,2024.03.15~2024.03.17,2024-03-15,2024-03-17,전시홀 7,(주)미래전람,(주)미래전람,02-2238-0340~,02-2238-0348,pet_show@naver.com,https://www.seoulpetshow.co.kr
138,138,전시회,2024,희귀반려동물박람회,2024.03.16~2024.03.17,2024-03-16,2024-03-17,전시홀 8A,렉사앤모런,렉사앤모런,031-528-1825~,050-8090-1825,,
139,139,전시회,2024,제23회 세계 보안 엑스포,2024.03.20~2024.03.22,2024-03-20,2024-03-22,"전시홀 3,전시홀 4,전시홀 5A",과학기술정보통신부,"SECON ＆ eGISEC 조직위원회, 인포마마켓비엔㈜, 인포마마켓한국㈜, ㈜더비엔		",02-719-6933~,--,secon@seconexpo.com,https://www.seconexpo.com
140,140,전시회,2024,Automotive Testing Expo 2024,2024.03.20~2024.03.22,2024-03-20,2024-03-22,전시홀 10B,UKI Media &amp; Events,,1306-7437-44~,--,,https://www.testing-expokorea.com/ko/
141,141,전시회,2024,서울국제생산제조기술전(SIMTOS 2024),2024.04.01~2024.04.05,2024-04-01,2024-04-05,"전시홀 1,전시홀 2,전시홀 3,전시홀 4,전시홀 5,전시홀 7,전시홀 8A,전시홀 8B,전시홀 9,전시홀 10",한국공작기계산업협회,,-1599-2721~,--,pr@komma.org,simtos.org
142,142,전시회,2024,2024 서울캣쇼,2024.04.12~2024.04.14,2024-04-12,2024-04-14,전시홀 7B,㈜미래전람,,02-2238-0345~,02-2238-0348,c-show@naver.com,www.cat-show.co.kr
143,143,전시회,2024,코리아 나라장터 엑스포 2024,2024.04.17~2024.04.19,2024-04-17,2024-04-19,"전시홀 3,전시홀 4,전시홀 5","조달청, 경기도, 고양특례시","킨텍스, 정부조달우수제품협회, 정부조달마스협회, 한국 G-PASS기업 수출진흥협회, 동반성장위원회",031-995-8283~,031-995-8092,bighead@kintex.com,https://www.koppex.com/2024/
144,144,전시회,2024,제24회 국제포장기자재전,2024.04.23~2024.04.26,2024-04-23,2024-04-26,"전시홀 1,전시홀 2,전시홀 3","(사)한국포장기계협회, (주)경연전람, 월간포장",,02-785-4771~,02-785-6117,bjkim@kyungyon.co.kr,www.koreapack.org
145,145,전시회,2024,제19회 제약&middot;바이오&middot;화장품기술전,2024.04.23~2024.04.26,2024-04-23,2024-04-26,전시홀 4,(주)경연전람,,02-785-4771~,02-785-6117,yjkim@kyungyon.co.kr,www.cophex.com
146,146,전시회,2024,제16회 국제화학장치산업전,2024.04.23~2024.04.26,2024-04-23,2024-04-26,전시홀 5,"(주)경연전람, 아이유뉴스(주), (주)케이와이엑스포",,02-785-4771~,02-785-6117,yjkim@kyungyon.co.kr,www.koreachem.org
147,147,전시회,2024,제18회 국제연구&middot;실험 및 첨단분석장비전,2024.04.23~2024.04.26,2024-04-23,2024-04-26,전시홀 8,"(주)경연전람, (주)사이언스21",,02-785-4771~,02-785-6117,bluekyy@kyungyon.co.kr,www.korealab.org
148,148,전시회,2024,제14회 국제의약품&middot;바이오산업전,2024.04.23~2024.04.26,2024-04-23,2024-04-26,전시홀 7A,(주)경연전람,,02-785-4771~,02-785-6117,yepark@kyungyon.co.kr,www.koreapharm.org
149,149,전시회,2024,제9회 국제화장품원료기술전,2024.04.23~2024.04.26,2024-04-23,2024-04-26,전시홀 7B,(주)경연전람,,02-785-4771~,02-785-6117,,www.cikorea.org
150,150,전시회,2024,제14회 국제물류산업대전,2024.04.23~2024.04.26,2024-04-23,2024-04-26,전시홀 10,"(사)한국통합물류협회, (주)경연전람, (주)케이와이엑스포",,02-785-4771~,02-785-6117,sales@koreamat.org,www.koreamat.org
151,151,전시회,2024,2024 국제콜드체인산업전,2024.04.23~2024.04.26,2024-04-23,2024-04-26,전시홀 9B,"(사)한국식품콜드체인협회, (주)경연전람, (주)케이와이엑스포",,02-785-4771~,02-785-6117,sales@koreamat.org,www.koreacoldchain.com
152,152,전시회,2024,2024년 상반기 국군장병 취업박람회,2024.04.29~2024.04.30,2024-04-29,2024-04-30,전시홀 10,대한민국 국방부,국방전직교육원		,1577-9090-~,02-748-6895,2024moti@gmail.com,https://motijobfair.com/
153,153,이벤트,2024,제4회 일러스타 페스,2024.05.04~2024.05.05,2024-05-04,2024-05-05,"전시홀 2A,전시홀 3",스타라이크 주식회사,,070-8287-2271~,--,,https://illustar.net/
154,154,전시회,2024,제66회 MBC 건축박람회 외(통합명칭),2024.05.09~2024.05.12,2024-05-09,2024-05-12,"전시홀 1A,전시홀 1B,전시홀 2A,전시홀 2B,전시홀 3,전시홀 4A",(주)동아전람,(주)동아전람	,02-780-0366~,02-780-0368,dongaf@naver.com,www.dong-afairs.co.kr
155,155,전시회,2024,2024 킨텍스 코베 베이비페어&유아교육전,2024.05.09~2024.05.12,2024-05-09,2024-05-12,"전시홀 10A,전시홀 10B",주식회사 메쎄이상,주식회사 메쎄이상		,02-6121-6453~,--,cobe@esgroup.net,www.cobe.co.kr
156,156,전시회,2024,2024 메가주 일산(상),2024.05.17~2024.05.19,2024-05-17,2024-05-19,"전시홀 1A,전시홀 2,전시홀 3",(사)한국펫사료협회,㈜메쎄이상,02-6121-6247~,--,pet.es@esgroup.net,https://k-pet.co.kr/
157,157,이벤트,2024,넥슨 _ 블루 아카이브 2.5주년 페스티벌,2024.05.18~2024.05.19,2024-05-18,2024-05-19,전시홀 9,㈜넥슨코리아,,000-000-0000~,--,,https://m.site.naver.com/1mGIN
158,158,전시회,2024,2024 플레이엑스포,2024.05.23~2024.05.26,2024-05-23,2024-05-26,"전시홀 3,전시홀 4,전시홀 5A,전시홀 5B",경기도,"킨텍스, 경기콘텐츠진흥원",031-995-8759~,--,kshan@kintex.com,https://www.playx4.or.kr/
159,159,전시회,2024,2024 국제아웃도어캠핑&레포츠페스티벌(GOCAF 2024),2024.05.24~2024.05.26,2024-05-24,2024-05-26,"전시홀 1,전시홀 2",㈜메쎄이상,,02-6121-6388~,--,caf@esgroup.net,www.caf.co.kr
160,160,전시회,2024,메가쇼 2024 시즌 1,2024.05.30~2024.06.02,2024-05-30,2024-06-02,"전시홀 2,전시홀 3",메가쇼,,02-6677-3477~,02-6677-0477,megashow@megashow.co.kr,www.megashow.co.kr
161,161,전시회,2024,트래블쇼 2024 시즌 1,2024.05.30~2024.06.02,2024-05-30,2024-06-02,전시홀 2A,메가쇼,,02-6677-3477~,02-6677-0477,travelshow@megashow.co.kr,www.travelshow.co.kr
162,162,전시회,2024,2024 서울국제식품산업대전,2024.06.11~2024.06.14,2024-06-11,2024-06-14,"전시홀 1,전시홀 2,전시홀 3,전시홀 4,전시홀 5,전시홀 7,전시홀 8",대한무역투자진흥공사,킨텍스		,02-3460-7271~,02-3460-7918,seoulfood@kintex.com,www.seoulfood.or.kr
163,163,전시회,2024,2024 농업기술박람회,2024.06.11~2024.06.14,2024-06-11,2024-06-14,전시홀 10B,농촌진흥청,(유) 대현아이앤이		,02-6953-4269~,063-238-1766,alexa@dh-ine.com,https://www.agtechexpo.kr/
164,164,전시회,2024,2024 대한민국 고졸 인재 채용엑스포,2024.06.12~2024.06.13,2024-06-12,2024-06-13,전시홀 6,"교육부, 고용노동부, 중소벤처기업부, 한국경제신문",,02-360-4515~,--,mina@hankyung.com,www.gojobcon.kr
165,165,전시회,2024,2024 케이팜 박람회,2024.06.13~2024.06.15,2024-06-13,2024-06-15,전시홀 10A,대한민국지방신문협의회,㈜메쎄이상		,02-6121-6364~,--,kfarm@esgroup.net,www.kfarm.co.kr
166,166,전시회,2024,2024 여성발명왕EXPO(대한민국 세계여성발명대회 및 여성발명품박람회),2024.06.20~2024.06.22,2024-06-20,2024-06-22,전시홀 3A,특허청,(사)한국여성발명협회		,02-538-2710~,02-538-2714,kwia@inventor.or.kr,www.kiwie.or.kr
167,167,전시회,2024,제19회 더골프쇼 KOREA 시즌2,2024.06.20~2024.06.23,2024-06-20,2024-06-23,전시홀 10A," ㈜이엑스스포테인먼트",,02-356-4309~,0505-356-4309," thegolfshow@naver.com",www.thegolfshow.co.kr
168,168,전시회,2024,제47회 맘앤베이비엑스포,2024.06.20~2024.06.23,2024-06-20,2024-06-23,전시홀 1,㈜유아림,㈜유아림		,02-2236-2771~,070-8224-9006,ddakul@yuarim.com,www.momnbabyexpo.co.kr
169,169,전시회,2024,2024 생활낚시박람회,2024.06.21~2024.06.23,2024-06-21,2024-06-23,전시홀 7A,㈜서울메쎄,,02-2284-0019~,02-2284-0005,khi@seoulmesse.com,www.fishing-korea.com
170,170,전시회,2024,2024 로컬 콘텐츠 페스타,2024.06.21~2024.06.23,2024-06-21,2024-06-23,전시홀 2,"kbc, 광주전남시도민회",,062-650-3080~,--,ldg97@ikbc.ko.kr,
171,171,전시회,2024,2024 세계 태양에너지 엑스포,2024.06.25~2024.06.27,2024-06-25,2024-06-27,전시홀 4A,세계태양에너지엑스포 조직위원회,"한국산업기술시험원, 한국화학융합시험연구원, 전남테크노파크, 전북테크노파크, 충북테크노파크, 녹색에너지연구원, 충남창조경제혁신센터, 한국태양에너지학회, 한국건물태양광협회, 한국태양광발전학회, 전국태양광발전협회, 한국태양광공사협회, 솔라투데이, 인더스트리뉴스, INTV",02-719-6933~,02-715-8245,expo@infothe.com,www.exposolar.org
172,172,전시회,2024,2024 세계 배터리&충전인프라 엑스포,2024.06.25~2024.06.27,2024-06-25,2024-06-27,전시홀 5A,세계배터리 충전인프라엑스포 조직위원회	,"한국화학융합시험연구원, 대구기계부품연구원, 울산테크노파크, 광주테크노파크, 전남테크노파크, 전북테크노파트, 충남테크노파크, 충북테크노파크, 에너지밸리기업개발원, 한국전지학회, 한국전기공사협회, 한국전기자동차협회, 인더스트리뉴스, INTV",02-719-6933~,02-715-8245,expo@infothe.com,www.batteryexpo.co.kr
173,173,전시회,2024,퀀텀코리아 2024,2024.06.25~2024.06.27,2024-06-25,2024-06-27,전시홀 8B,"과학기술정보통신부, 퀀텀코리아2024조직위원회","한국연구재단, 성균관대학교, 양자정보연구지원센터, 한국양자정보학회, 한국양자산업협회, 미래양자융합포럼, 한국표준과학연구원(KRISS), 한국전자통신연구원(ETRI), 한국과학기술연구원(KIST), 한국과학기술정보연구원(KISTI), 정보통신기획평가원(IITP), 한국지능정보사회진흥원(NIA), 고등과학원(KIAS), 국가보안기술연구소(NSR), 한국원자력연구원(KAERI) ",--~,--,office@quantum-korea.kr,https://quantum-korea.kr/
174,174,전시회,2024,국제광융합 O2O EXPO 2024,2024.06.26~2024.06.28,2024-06-26,2024-06-28,전시홀 3A,"산업통상자원부, (사)엘이디산업포럼","한국광융합산업진흥회, 동반성장위원회, ㈜엑스포앤유",070-4496-1816~,--,led@exponu.com,www.ledexpo.com
175,175,전시회,2024,2024 고양가구박람회,2024.06.27~2024.06.30,2024-06-27,2024-06-30,"전시홀 1,전시홀 2A","고양시가구협동조합,경기고양시 일산가구협동조합","경기도, 고양시		",031-907-7802~,--,gagu7802@naver.com,고양가구박람회.kr
176,176,전시회,2024,2024 국제안전보건전시회,2024.07.01~2024.07.04,2024-07-01,2024-07-04,"전시홀 7,전시홀 8",한국산업안전보건공단,"(사)한국보호구협회, (주)경연전람		",02-785-4771~,--,sales@safetyshow.co.kr,http://safetyshow.co.kr/kor/index.asp
177,177,전시회,2024,제22회 국제 나노기술심포지엄 및 융합전시회,2024.07.03~2024.07.05,2024-07-03,2024-07-05,"전시홀 4A,전시홀 4B,전시홀 5A,전시홀 5B","산업통상자원부, 과학기술정보통신부","나노융합산업연구조합, 나노기술연구협의회		",031-548-2025~,--,ntrayou@nanokorea.net,www.nanokorea.or.kr
178,178,이벤트,2024,워터밤 서울 2024,2024.07.05~2024.07.07,2024-07-05,2024-07-07,"전시홀 10A,전시홀 10B",주식회사 메이드온,,--~,--,,https://www.waterbombfestival.com/
179,179,이벤트,2024,청춘썸머나잇,2024.07.06~2024.07.07,2024-07-06,2024-07-07,전시홀 1A,번아트,,050-6754-3193~,--,"kurzweil3193@naver.com ","https://bluespringfestivals.com/bluespring-summernight "
